,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-14.03,-6.29
Fund (NAV),—,—,—,—,—,—,—,—,—,-14.06,-5.38
+/ Category (NAV),—,—,—,—,—,—,—,—,—,2.61,-0.51
+/- Index (Price),—,—,—,—,—,—,—,—,—,3.60,-6.79
Percentile Rank,—,—,—,—,—,—,—,—,—,18,63
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,284"
