,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.70,-0.60,-6.58,-3.59,-0.28,-8.59,4.47,0.30,4.01,—,—
Total Return % (NAV),1.34,1.68,-5.79,-3.60,0.54,-8.29,4.54,0.36,4.10,—,7.22
+/- Category (NAV),0.58,0.19,1.31,3.18,5.41,4.60,5.58,1.33,1.88,—,—
+/- Index (NAV),1.34,0.42,0.41,0.12,0.05,1.49,0.17,-2.06,-0.82,—,—
