Sectors,Fund %,Category %
Basic Materials,13.31,8.70
Consumer Cyclical,17.89,13.65
Financial Services,6.50,11.56
Real Estate,0.00,0.29
Communication Services,4.55,2.34
Energy,3.97,1.96
Industrials,5.39,10.46
Technology,41.67,38.20
Consumer Defensive,5.03,6.64
Healthcare,1.70,4.97
Utilities,0.00,1.23
