,Values
NAV,"8,586.43"
Open Price,"8,555.00"
Bid / Ask / Spread,"0.00 / 8,600.00 / 0.00%"
Volume / Avg,"1,827.0 / 6,749.8"
Day Range,"8,520.00 – 8,585.00"
Year Range,"7,860.00 – 14,405.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.240%
Total Assets,1.7 Bil
