,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-26.93
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-26.58
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-17.61
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-11.84
Percentile Rank,—,—,—,—,—,—,—,—,—,—,98
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
