Sectors,Fund %,Category %
Basic Materials,5.36,9.15
Consumer Cyclical,12.42,17.36
Financial Services,0.61,6.02
Real Estate,0.00,1.52
Communication Services,0.26,0.59
Energy,0.32,0.85
Industrials,7.88,14.91
Technology,25.29,23.36
Consumer Defensive,4.09,7.26
Healthcare,43.63,18.74
Utilities,0.14,0.24
