,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.41,0.71,-14.18,-23.69,-26.93,-31.86,—,—,—,—,—
Total Return % (NAV),2.06,4.63,-14.21,-22.87,-26.58,-31.49,—,—,—,—,-33.77
+/- Category (NAV),1.18,1.18,-5.01,-11.08,-17.61,-13.63,—,—,—,—,—
+/- Index (NAV),2.06,4.54,-4.24,-7.15,-11.49,-13.11,—,—,—,—,—
