,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.13,-0.39,-7.54,-6.12,-4.88,-11.70,—,—,—,—,—
Total Return % (NAV),0.83,1.33,-7.07,-6.50,-4.36,-12.12,—,—,—,—,-13.38
+/- Category (NAV),0.06,-0.15,0.03,0.28,0.51,0.77,—,—,—,—,—
+/- Index (NAV),0.83,0.08,-0.87,-2.79,-4.86,-2.33,—,—,—,—,—
