,Values
NAV,"11,623.54"
Open Price,"11,620.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,89.0 / 695.0
Day Range,"11,580.00 – 11,705.00"
Year Range,"11,380.00 – 14,130.00"
SEC Yield ,—
12-Month Yield ,2.30%
Premium ,—
Expense Ratio,0.140%
Total Assets,29.1 Bil
