,Values
Sustainability Rate,Average
Percent Rank in Global Category,54%
Historical Sustainability Score,41.13
Global Category,Korea Equity
Portfolio ESG,46.82
Controversy Deduction,5.08
Sustainability Score,41.74
Sustainability Mandate,Yes
