,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.41,-2.20,-5.01,-6.35,-8.99,-9.80,—,—,—,—,—
Total Return % (NAV),-0.32,0.47,-4.93,-5.57,-7.55,-8.52,—,—,—,—,-2.71
+/- Category (NAV),-1.09,-1.02,2.17,1.21,-2.68,4.37,—,—,—,—,—
+/- Index (NAV),-0.32,-0.79,1.27,-1.86,-8.05,1.26,—,—,—,—,—
