Sectors,Fund %,Category %
Basic Materials,4.83,8.70
Consumer Cyclical,17.13,13.65
Financial Services,31.95,11.56
Real Estate,0.00,0.29
Communication Services,4.96,2.34
Energy,5.30,1.96
Industrials,17.35,10.46
Technology,0.00,38.20
Consumer Defensive,11.34,6.64
Healthcare,0.00,4.97
Utilities,7.14,1.23
