,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-11.70,-7.35
Fund (NAV),—,—,—,—,—,—,—,—,—,-11.60,-6.90
+/ Category (NAV),—,—,—,—,—,—,—,—,—,5.08,-2.12
+/- Index (Price),—,—,—,—,—,—,—,—,—,5.93,-8.01
Percentile Rank,—,—,—,—,—,—,—,—,—,10,76
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
