,Values
NAV,"12,495.87"
Open Price,"12,425.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"20.0 / 3,400.4"
Day Range,"12,410.00 – 12,450.00"
Year Range,"12,335.00 – 14,415.00"
SEC Yield ,—
12-Month Yield ,3.48%
Premium ,—
Expense Ratio,0.340%
Total Assets,7.5 Bil
