,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.12,-0.03,-0.63,-1.06,-0.66,-1.07,—,—,—,—,—
Total Return % (NAV),0.01,0.07,-0.51,-0.96,-0.58,-0.95,—,—,—,—,-0.62
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
