,Values
NAV,"98,908.73"
Open Price,"98,855.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8.0 / 8,963.3"
Day Range,"98,810.00 – 98,865.00"
Year Range,"98,725.00 – 100,140.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,72.1 Bil
