,Values
NAV,"98,822.44"
Open Price,"98,700.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8.0 / 6,096.3"
Day Range,"98,670.00 – 98,725.00"
Year Range,"98,670.00 – 100,140.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,72.0 Bil
