,Values
NAV,"98,822.44"
Open Price,"98,810.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"14.0 / 7,451.9"
Day Range,"98,780.00 – 98,835.00"
Year Range,"98,725.00 – 100,140.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.090%
Total Assets,72.0 Bil
