,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.70,-2.41,-6.46,-9.99,-13.49,-14.00,—,—,—,—,—
Total Return % (NAV),0.17,-1.85,-5.03,-8.51,-11.44,-13.37,—,—,—,—,-5.20
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
