,Values
NAV,"8,830.89"
Open Price,"8,740.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,541.0 / 181.2
Day Range,"8,690.00 – 8,745.00"
Year Range,"8,690.00 – 10,670.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.730%
Total Assets,5.2 Bil
