,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,32%
Historical Sustainability Score,42.14
Global Category,Korea Equity
Portfolio ESG,49.89
Controversy Deduction,7.45
Sustainability Score,42.44
Sustainability Mandate,No
