Sectors,Fund %,Category %
Basic Materials,7.32,8.70
Consumer Cyclical,11.00,13.65
Financial Services,11.51,11.56
Real Estate,0.04,0.29
Communication Services,2.53,2.34
Energy,1.77,1.96
Industrials,9.29,10.46
Technology,42.28,38.20
Consumer Defensive,6.11,6.64
Healthcare,6.96,4.97
Utilities,1.19,1.23
