,Values
NAV,"11,617.75"
Open Price,"11,525.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"24,469.0 / 35,457.8"
Day Range,"11,490.00 – 11,530.00"
Year Range,"11,395.00 – 14,135.00"
SEC Yield ,—
12-Month Yield ,2.67%
Premium ,—
Expense Ratio,0.130%
Total Assets,47.6 Bil
