,Values
NAV,"11,595.89"
Open Price,"11,480.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"11,931.0 / 35,497.0"
Day Range,"11,465.00 – 11,480.00"
Year Range,"11,395.00 – 14,135.00"
SEC Yield ,—
12-Month Yield ,2.67%
Premium ,—
Expense Ratio,0.130%
Total Assets,47.5 Bil
