,Values
NAV,"19,590.43"
Open Price,"19,450.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,127.0 / 4,844.7"
Day Range,"19,335.00 – 19,475.00"
Year Range,"19,150.00 – 23,035.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.150%
Total Assets,42.1 Bil
