,Values
Sustainability Rate,Average
Percent Rank in Global Category,41%
Historical Sustainability Score,41.72
Global Category,Korea Equity
Portfolio ESG,49.25
Controversy Deduction,7.16
Sustainability Score,42.09
Sustainability Mandate,No
