Sectors,Fund %,Category %
Basic Materials,8.54,8.70
Consumer Cyclical,12.30,13.65
Financial Services,11.47,11.56
Real Estate,0.17,0.29
Communication Services,2.47,2.34
Energy,2.23,1.96
Industrials,11.13,10.46
Technology,35.93,38.20
Consumer Defensive,7.63,6.64
Healthcare,6.32,4.97
Utilities,1.81,1.23
