,Values
NAV,"19,590.43"
Open Price,"19,695.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"10,128.0 / 11,469.9"
Day Range,"19,595.00 – 19,695.00"
Year Range,"19,150.00 – 23,035.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.150%
Total Assets,42.1 Bil
