,Values
NAV,"19,630.50"
Open Price,"19,520.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"14,741.0 / 11,332.4"
Day Range,"19,420.00 – 19,520.00"
Year Range,"19,150.00 – 23,035.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.150%
Total Assets,42.2 Bil
