,Values
NAV,"8,083.61"
Open Price,"8,000.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"22.0 / 1,019.1"
Day Range,"7,995.00 – 8,010.00"
Year Range,"6,805.00 – 10,005.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,6.0 Bil
