,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-4.72,-6.07,-9.02,-9.98,5.14,-16.41,-3.71,—,—,—,—
Total Return % (NAV),0.24,0.28,-5.94,-4.63,10.58,-14.79,-1.90,—,—,—,-4.98
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
