,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,23%
Historical Sustainability Score,42.40
Global Category,Korea Equity
Portfolio ESG,51.15
Controversy Deduction,8.37
Sustainability Score,42.78
Sustainability Mandate,No
