,Values
NAV,"9,867.77"
Open Price,"9,805.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"20.0 / 14,751.6"
Day Range,"9,770.00 – 9,805.00"
Year Range,"9,740.00 – 11,410.00"
SEC Yield ,—
12-Month Yield ,2.32%
Premium ,—
Expense Ratio,0.270%
Total Assets,10.9 Bil
