,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.16,-0.61,-7.35,-4.82,-1.13,-9.26,—,—,—,—,—
Total Return % (NAV),0.02,-1.08,-6.50,-4.95,-0.07,-9.39,—,—,—,—,-6.45
+/- Category (NAV),-0.03,-0.90,0.53,3.01,4.70,4.34,—,—,—,—,—
+/- Index (NAV),-0.29,-0.44,-0.55,-0.48,-0.74,1.00,—,—,—,—,—
