Sectors,Fund %,Category %
Basic Materials,8.56,8.70
Consumer Cyclical,12.65,13.65
Financial Services,11.18,11.56
Real Estate,0.00,0.29
Communication Services,3.73,2.34
Energy,2.09,1.96
Industrials,10.88,10.46
Technology,42.52,38.20
Consumer Defensive,4.60,6.64
Healthcare,2.50,4.97
Utilities,1.29,1.23
