,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.35,-1.13
Fund (NAV),—,—,—,—,—,—,—,—,—,-17.42,-0.07
+/ Category (NAV),—,—,—,—,—,—,—,—,—,-0.74,4.70
+/- Index (Price),—,—,—,—,—,—,—,—,—,0.28,-1.80
Percentile Rank,—,—,—,—,—,—,—,—,—,52,6
# of Funds in Category,—,—,—,—,—,—,—,—,"2,058","2,015","2,325"
