,Values
Sustainability Rate,Above Average
Percent Rank in Global Category,13%
Historical Sustainability Score,42.56
Global Category,Korea Equity
Portfolio ESG,51.03
Controversy Deduction,8.07
Sustainability Score,42.96
Sustainability Mandate,No
