,Values
NAV,"25,716.45"
Open Price,"25,450.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,30.0 / 626.9
Day Range,"25,350.00 – 25,570.00"
Year Range,"25,345.00 – 30,540.00"
SEC Yield ,—
12-Month Yield ,2.49%
Premium ,—
Expense Ratio,0.330%
Total Assets,19.3 Bil
