,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,2.93,0.54,13.09
Fund (NAV),—,—,—,—,—,—,—,—,4.34,-0.63,14.12
+/ Category (NAV),—,—,—,—,—,—,—,—,-20.92,5.68,18.28
+/- Index (Price),—,—,—,—,—,—,—,—,-18.47,-0.76,6.50
Percentile Rank,—,—,—,—,—,—,—,—,96,16,35
# of Funds in Category,—,—,—,—,—,—,—,80,93,100,118
