,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.52,0.47,3.64,2.25,14.11,0.95,4.28,—,—,—,—
Total Return % (NAV),0.85,1.29,4.84,4.31,15.84,1.48,4.74,—,—,—,2.57
+/- Category (NAV),0.50,-0.42,10.47,13.30,19.81,16.36,4.23,—,—,—,—
+/- Index (NAV),1.49,-0.67,5.64,1.21,7.66,-0.10,-1.94,—,—,—,—
