,Values
NAV,"10,661.45"
Open Price,"10,770.00"
Bid / Ask / Spread,"10,610.00 / 10,675.00 / 0.61%"
Volume / Avg,18.0 / 766.6
Day Range,"10,650.00 – 10,770.00"
Year Range,"9,075.00 – 11,670.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.450%
Total Assets,10.7 Bil
