,Values
Sustainability Rate,Low
Percent Rank in Global Category,97%
Historical Sustainability Score,38.20
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,39.41
Controversy Deduction,0.52
Sustainability Score,38.89
Sustainability Mandate,No
