,Values
NAV,"2,668.48"
Open Price,"2,700.00"
Bid / Ask / Spread,"2,420.00 / 2,945.00 / 19.57%"
Volume / Avg,"25,140.0 / 46,700.2"
Day Range,"2,645.00 – 2,700.00"
Year Range,"2,630.00 – 4,575.00"
SEC Yield ,—
12-Month Yield ,0.66%
Premium ,—
Expense Ratio,0.550%
Total Assets,7.4 Bil
