,Values
NAV,"2,730.28"
Open Price,"2,730.00"
Bid / Ask / Spread,"2,700.00 / 2,735.00 / 1.29%"
Volume / Avg,"54,272.0 / 52,757.6"
Day Range,"2,705.00 – 2,755.00"
Year Range,"2,630.00 – 4,575.00"
SEC Yield ,—
12-Month Yield ,0.66%
Premium ,—
Expense Ratio,0.550%
Total Assets,7.5 Bil
