,Values
NAV,"10,781.29"
Open Price,"10,870.00"
Bid / Ask / Spread,"10,985.00 / 11,085.00 / 0.91%"
Volume / Avg,"649,859.0 / 160,786.6"
Day Range,"10,870.00 – 10,965.00"
Year Range,"8,525.00 – 10,965.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,102.4 Bil
