,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.11,0.79,6.96,16.13,16.63,25.92,1.72,1.42,—,—,—
Total Return % (NAV),-0.20,2.02,6.75,14.82,15.77,23.25,1.55,1.19,—,—,0.89
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
