,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,10.20,7.87,-27.12,-1.50,-10.33,6.42,10.31,-3.46,16.63
Fund (NAV),—,—,10.84,7.52,-26.90,-2.20,-10.18,5.53,11.04,-3.25,15.77
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
