,Values
NAV,"10,821.78"
Open Price,"10,985.00"
Bid / Ask / Spread,"10,900.00 / 10,940.00 / 0.37%"
Volume / Avg,"542,952.0 / 178,769.8"
Day Range,"10,905.00 – 10,990.00"
Year Range,"8,625.00 – 10,990.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.750%
Total Assets,105.0 Bil
