,Fund,Cat. Average,Index
Price/Earnings ,16.52,20.76,18.36
Price/Book ,1.88,4.02,2.98
Price/Sales ,1.05,2.44,2.02
Price/Cash Flow ,7.19,13.01,9.21
Dividend Yield % ,1.47,1.25,1.92
Long-Term Earnings % ,11.49,11.86,9.81
Historical Earnings % ,12.22,18.59,12.13
Sales Growth % ,-2.32,7.55,7.07
Cash-Flow Growth % ,1.21,14.90,12.81
Book-Value Growth % ,1.32,5.98,4.65
