,Values
NAV,"10,015.66"
Open Price,"9,915.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"3.0 / 3,420.8"
Day Range,"9,890.00 – 9,915.00"
Year Range,"8,370.00 – 11,725.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,7.0 Bil
