,Values
NAV,"10,013.50"
Open Price,"9,960.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"113.0 / 3,414.4"
Day Range,"9,960.00 – 10,025.00"
Year Range,"8,370.00 – 11,725.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,7.0 Bil
