,Values
Sustainability Rate,Average
Percent Rank in Global Category,54%
Historical Sustainability Score,42.47
Global Category,Trading Tools
Portfolio ESG,50.89
Controversy Deduction,8.01
Sustainability Score,42.88
Sustainability Mandate,No
