,Values
NAV,"4,155.75"
Open Price,"4,125.00"
Bid / Ask / Spread,"4,100.00 / 0.00 / 0.00%"
Volume / Avg,"32,885.0 / 32,353.0"
Day Range,"4,125.00 – 4,200.00"
Year Range,"4,020.00 – 5,845.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,12.1 Bil
