,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.84,-1.20,-14.38,-9.57,-7.64,-22.74,-0.68,-2.40,—,—,—
Total Return % (NAV),1.99,1.99,-13.03,-10.34,-6.82,-23.39,-0.42,-2.28,—,—,-2.40
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
