,Values
NAV,"8,582.31"
Open Price,"8,740.00"
Bid / Ask / Spread,"8,505.00 / 0.00 / 0.00%"
Volume / Avg,"176,490.0 / 148,462.1"
Day Range,"8,660.00 – 8,820.00"
Year Range,"6,480.00 – 8,870.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,35.2 Bil
