Sectors,Fund %,Category %
Basic Materials,7.61,—
Consumer Cyclical,10.34,—
Financial Services,11.52,—
Real Estate,0.00,—
Communication Services,2.77,—
Energy,1.88,—
Industrials,9.26,—
Technology,44.11,—
Consumer Defensive,6.37,—
Healthcare,4.85,—
Utilities,1.29,—
