,Values
NAV,"8,582.31"
Open Price,"8,530.00"
Bid / Ask / Spread,"8,530.00 / 0.00 / 0.00%"
Volume / Avg,"123,014.0 / 149,624.6"
Day Range,"8,460.00 – 8,605.00"
Year Range,"6,480.00 – 8,870.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,35.2 Bil
