,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,4.81,—
Non-U.S.Stock,-198.64,199.15,0.51,5.39,—
Bonds,18.53,0.00,18.53,12.48,—
Other,0.07,0.00,0.07,19.44,—
Cash,280.04,0.50,280.54,78.62,—
Not Classified,0.00,0.00,0.00,0.77,—
