,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.00,—
Bonds,63.89,0.00,63.89,92.09,—
Other,0.00,0.00,0.00,0.18,—
Cash,36.11,0.01,36.11,23.76,—
Not Classified,0.00,0.00,0.00,0.00,—
