,Values
NAV,"7,442.35"
Open Price,"7,425.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,5.0 / 20.7
Day Range,"7,425.00 – 7,475.00"
Year Range,"6,960.00 – 10,155.00"
SEC Yield ,—
12-Month Yield ,0.76%
Premium ,—
Expense Ratio,0.490%
Total Assets,3.3 Bil
