,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-13.55
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-13.66
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-10.23
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-14.21
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
