Sectors,Fund %,Category %
Basic Materials,3.67,8.70
Consumer Cyclical,26.94,13.65
Financial Services,0.00,11.56
Real Estate,0.95,0.29
Communication Services,1.47,2.34
Energy,1.34,1.96
Industrials,10.16,10.46
Technology,38.43,38.20
Consumer Defensive,8.71,6.64
Healthcare,8.33,4.97
Utilities,0.00,1.23
