,Values
NAV,"9,660.89"
Open Price,"9,585.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8,447.0 / 34,895.5"
Day Range,"9,450.00 – 9,585.00"
Year Range,"9,320.00 – 13,650.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.630%
Total Assets,33.8 Bil
