,Fund,Cat. Average,Index
Price/Earnings ,9.08,11.87,—
Price/Book ,0.89,1.05,—
Price/Sales ,0.59,0.73,—
Price/Cash Flow ,3.66,3.83,—
Dividend Yield % ,3.01,2.61,—
Long-Term Earnings % ,13.67,7.31,—
Historical Earnings % ,13.62,8.40,—
Sales Growth % ,2.48,8.94,—
Cash-Flow Growth % ,9.28,7.00,—
Book-Value Growth % ,6.42,9.61,—
